Mg,Al,Ti,V,Mn,Fe,Co,Zn,Y,Zr,Nb,La,Nd,Ce,Ta,W,Pb
0,0,0,0,0,116.7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,252.4,0,0,0,0,0,0,0,0,0,0,0
0,315.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3449.6,0,0,0,3131.4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,186.8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,124.1,0,0,0,0,0,0,0,0,0,0,0
0,0,1186.7,0,0,0,0,2017.6,0,0,0,0,0,0,0,0,0
0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1127.6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,308.2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,147.5,0,0,0,0,0,0,0,0,0,0,0
0,1009.1,0,0,0,798,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,216.8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,174.9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,106.6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,237.5,0,0,0,0,0,0,0,0,0,0,0
0,2302.5,442,0,0,7000.1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,665.2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,185.7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,520.3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,213.9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,426.2,154.3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,153.6,0,0,0,0,0,0,0,0,0,0,0
0,325.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1224.4,0,0,0,0,0,0,0,0,0,0,0
0,743.2,0,0,0,3294.8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,170.6,0,0,0,0,0,0,0,0,0,0,0,0
0,1047.3,0,0,0,146.2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,173.5,0,0,0,0,0,0,0,0,0,0,0
0,511.8,0,0,0,331.6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,915.4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,148.7,0,0,0,0,0,0,0,0,0,0,0
0,320.5,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1263.8,706.8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,152.3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,125.9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,426.9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,107.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,189.6,0,0,0,0,0,0,0,0,0,0,0
0,2666.5,0,0,0,517.7,0,0,0,0,0,0,0,0,0,0,0
0,0,297.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1893.6,0,0,0,1030.6,0,0,0,0,0,0,0,0,0,0,0
0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,281.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,178.2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,132.1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,189.9,0,0,0,0,0,0,0,0,0,0,0
0,325.6,0,0,0,764,0,0,0,0,0,0,0,0,0,0,0
0,521.2,0,0,0,471.3,0,0,0,0,0,0,0,0,0,0,0
0,0,600.7,0,0,273.5,0,0,0,0,0,0,0,0,0,0,0
0,517.2,0,0,0,1041.8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,102.7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2748.5,0,0,0,0,0,0,0,0,0,0,0
0,694.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,175.7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,116.3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,117.7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,223.6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,385.3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,248.1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,142.7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,597,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0
0,946.8,0,102.1,0,203.9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,322.1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,142.7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,858.4,427.7,0,0,0,0,0,0,0,0,0,0,0
0,4135.5,0,0,0,6089.2,0,0,0,0,0,0,0,21.3,0,0,0
0,0,0,0,0,144.9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,955.6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,845,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,106.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,333.6,0,0,0,0,0,0,0,0,0,0,0
